pincode,district,state
474001,gwalior,madhya pradesh
474002,gwalior,madhya pradesh
474003,gwalior,madhya pradesh
474004,gwalior,madhya pradesh
474005,gwalior,madhya pradesh
474006,gwalior,madhya pradesh
474007,gwalior,madhya pradesh
474008,gwalior,madhya pradesh
474009,gwalior,madhya pradesh
474010,gwalior,madhya pradesh
474011,gwalior,madhya pradesh
474012,gwalior,madhya pradesh
474015,gwalior,madhya pradesh
474020,gwalior,madhya pradesh
475001,gwalior,madhya pradesh
475002,gwalior,madhya pradesh
475005,gwalior,madhya pradesh
475110,gwalior,madhya pradesh
475115,gwalior,madhya pradesh
475220,gwalior,madhya pradesh
475330,gwalior,madhya pradesh
475331,gwalior,madhya pradesh
475335,datia,madhya pradesh
475336,datia,madhya pradesh
475661,datia,madhya pradesh
475671,datia,madhya pradesh
475673,datia,madhya pradesh
475675,datia,madhya pradesh
475682,datia,madhya pradesh
475685,datia,madhya pradesh
475686,datia,madhya pradesh
476001,morena,madhya pradesh
476111,morena,madhya pradesh
476115,morena,madhya pradesh
476134,morena,madhya pradesh
476219,morena,madhya pradesh
476221,morena,madhya pradesh
476224,morena,madhya pradesh
476228,morena,madhya pradesh
476229,morena,madhya pradesh
476332,sheopur,madhya pradesh
476335,sheopur,madhya pradesh
476337,sheopur,madhya pradesh
476338,nan,nan
476339,sheopur,madhya pradesh
476355,sheopur,madhya pradesh
476444,morena,madhya pradesh
476554,morena,madhya pradesh
477001,bhind,madhya pradesh
477105,bhind,madhya pradesh
477111,bhind,madhya pradesh
477116,bhind,madhya pradesh
477117,bhind,madhya pradesh
477222,bhind,madhya pradesh
477227,bhind,madhya pradesh
477331,bhind,madhya pradesh
477332,bhind,madhya pradesh
477333,bhind,madhya pradesh
477335,bhind,madhya pradesh
477441,bhind,madhya pradesh
477445,bhind,madhya pradesh
477446,bhind,madhya pradesh
477447,bhind,madhya pradesh
477449,bhind,madhya pradesh
477450,bhind,madhya pradesh
477555,bhind,madhya pradesh
477557,bhind,madhya pradesh
477566,bhind,madhya pradesh
477660,bhind,madhya pradesh
480001,chhindwara,madhya pradesh
480003,chhindwara,madhya pradesh
480105,chhindwara,madhya pradesh
480106,chhindwara,madhya pradesh
480107,chhindwara,madhya pradesh
480108,chhindwara,madhya pradesh
480109,chhindwara,madhya pradesh
480110,chhindwara,madhya pradesh
480111,chhindwara,madhya pradesh
480112,chhindwara,madhya pradesh
480115,chhindwara,madhya pradesh
480221,chhindwara,madhya pradesh
480223,chhindwara,madhya pradesh
480224,chhindwara,madhya pradesh
480331,chhindwara,madhya pradesh
480334,chhindwara,madhya pradesh
480337,chhindwara,madhya pradesh
480338,chhindwara,madhya pradesh
480441,chhindwara,madhya pradesh
480442,chhindwara,madhya pradesh
480447,chhindwara,madhya pradesh
480449,chhindwara,madhya pradesh
480551,chhindwara,madhya pradesh
480555,chhindwara,madhya pradesh
480557,chhindwara,madhya pradesh
480559,chhindwara,madhya pradesh
480661,seoni,madhya pradesh
480667,seoni,madhya pradesh
480771,seoni,madhya pradesh
480880,seoni,madhya pradesh
480881,seoni,madhya pradesh
480882,seoni,madhya pradesh
480884,seoni,madhya pradesh
480886,seoni,madhya pradesh
480887,seoni,madhya pradesh
480888,seoni,madhya pradesh
480990,seoni,madhya pradesh
480991,seoni,madhya pradesh
480994,seoni,madhya pradesh
480996,seoni,madhya pradesh
480997,seoni,madhya pradesh
480999,seoni,madhya pradesh
481001,balaghat,madhya pradesh
481051,balaghat,madhya pradesh
481102,balaghat,madhya pradesh
481105,balaghat,madhya pradesh
481111,balaghat,madhya pradesh
481115,balaghat,madhya pradesh
481116,balaghat,madhya pradesh
481117,balaghat,madhya pradesh
481222,balaghat,madhya pradesh
481224,balaghat,madhya pradesh
481226,balaghat,madhya pradesh
481331,balaghat,madhya pradesh
481332,balaghat,madhya pradesh
481335,balaghat,madhya pradesh
481337,balaghat,madhya pradesh
481441,balaghat,madhya pradesh
481445,balaghat,madhya pradesh
481449,balaghat,madhya pradesh
481551,balaghat,madhya pradesh
481556,balaghat,madhya pradesh
481661,mandla,madhya pradesh
481662,mandla,madhya pradesh
481663,mandla,madhya pradesh
481664,mandla,madhya pradesh
481665,mandla,madhya pradesh
481666,mandla,madhya pradesh
481668,mandla,madhya pradesh
481672,mandla,madhya pradesh
481768,mandla,madhya pradesh
481771,mandla,madhya pradesh
481776,mandla,madhya pradesh
481778,dindori,madhya pradesh
481879,dindori,madhya pradesh
481880,dindori,madhya pradesh
481882,dindori,madhya pradesh
481883,dindori,madhya pradesh
481884,dindori,madhya pradesh
481885,dindori,madhya pradesh
481990,dindori,madhya pradesh
481995,mandla,madhya pradesh
481996,mandla,madhya pradesh
481998,mandla,madhya pradesh
482001,jabalpur,madhya pradesh
482002,jabalpur,madhya pradesh
482003,jabalpur,madhya pradesh
482004,jabalpur,madhya pradesh
482005,jabalpur,madhya pradesh
482007,nan,nan
482008,jabalpur,madhya pradesh
482009,jabalpur,madhya pradesh
482010,jabalpur,madhya pradesh
482011,jabalpur,madhya pradesh
482020,jabalpur,madhya pradesh
482021,jabalpur,madhya pradesh
482051,jabalpur,madhya pradesh
482056,jabalpur,madhya pradesh
483001,jabalpur,madhya pradesh
483053,jabalpur,madhya pradesh
483105,jabalpur,madhya pradesh
483110,jabalpur,madhya pradesh
483113,jabalpur,madhya pradesh
483119,jabalpur,madhya pradesh
483220,jabalpur,madhya pradesh
483222,jabalpur,madhya pradesh
483225,jabalpur,madhya pradesh
483330,katni,madhya pradesh
483331,katni,madhya pradesh
483332,katni,madhya pradesh
483334,jabalpur,madhya pradesh
483336,jabalpur,madhya pradesh
483440,katni,madhya pradesh
483442,katni,madhya pradesh
483501,katni,madhya pradesh
483504,katni,madhya pradesh
483770,katni,madhya pradesh
483773,katni,madhya pradesh
483775,katni,madhya pradesh
483880,katni,madhya pradesh
483990,katni,madhya pradesh
484001,shahdol,madhya pradesh
484110,shahdol,madhya pradesh
484113,anuppur,madhya pradesh
484114,shahdol,madhya pradesh
484116,anuppur,madhya pradesh
484117,shahdol,madhya pradesh
484120,anuppur,madhya pradesh
484220,anuppur,madhya pradesh
484224,anuppur,madhya pradesh
484330,anuppur,madhya pradesh
484334,anuppur,madhya pradesh
484336,anuppur,madhya pradesh
484440,anuppur,madhya pradesh
484444,anuppur,madhya pradesh
484446,anuppur,madhya pradesh
484447,anuppur,madhya pradesh
484551,umaria,madhya pradesh
484555,umaria,madhya pradesh
484660,umaria,madhya pradesh
484661,umaria,madhya pradesh
484664,umaria,madhya pradesh
484665,umaria,madhya pradesh
484669,shahdol,madhya pradesh
484770,shahdol,madhya pradesh
484771,shahdol,madhya pradesh
484774,shahdol,madhya pradesh
484776,shahdol,madhya pradesh
484881,anuppur,madhya pradesh
484886,anuppur,madhya pradesh
484887,anuppur,madhya pradesh
485001,satna,madhya pradesh
485005,satna,madhya pradesh
485111,satna,madhya pradesh
485112,satna,madhya pradesh
485113,satna,madhya pradesh
485114,satna,madhya pradesh
485115,satna,madhya pradesh
485221,satna,madhya pradesh
485226,satna,madhya pradesh
485227,satna,madhya pradesh
485331,satna,madhya pradesh
485334,satna,madhya pradesh
485441,satna,madhya pradesh
485446,satna,madhya pradesh
485447,satna,madhya pradesh
485551,satna,madhya pradesh
485661,satna,madhya pradesh
485666,satna,madhya pradesh
485771,satna,madhya pradesh
485772,satna,madhya pradesh
485773,satna,madhya pradesh
485774,satna,madhya pradesh
485775,satna,madhya pradesh
485778,satna,madhya pradesh
485881,satna,madhya pradesh
486001,rewa,madhya pradesh
486002,rewa,madhya pradesh
486003,rewa,madhya pradesh
486005,rewa,madhya pradesh
486006,rewa,madhya pradesh
486111,rewa,madhya pradesh
486114,rewa,madhya pradesh
486115,rewa,madhya pradesh
486117,rewa,madhya pradesh
486123,rewa,madhya pradesh
486220,rewa,madhya pradesh
486223,rewa,madhya pradesh
486226,rewa,madhya pradesh
486331,rewa,madhya pradesh
486333,rewa,madhya pradesh
486335,rewa,madhya pradesh
486338,rewa,madhya pradesh
486340,rewa,madhya pradesh
486341,rewa,madhya pradesh
486440,rewa,madhya pradesh
486441,rewa,madhya pradesh
486445,rewa,madhya pradesh
486446,rewa,madhya pradesh
486447,rewa,madhya pradesh
486448,rewa,madhya pradesh
486450,rewa,madhya pradesh
486550,rewa,madhya pradesh
486553,rewa,madhya pradesh
486556,rewa,madhya pradesh
486661,sidhi,madhya pradesh
486666,sidhi,madhya pradesh
486669,sidhi,madhya pradesh
486670,sidhi,madhya pradesh
486675,sidhi,madhya pradesh
486771,sidhi,madhya pradesh
486775,sidhi,madhya pradesh
486776,sidhi,madhya pradesh
486881,singrauli,madhya pradesh
486882,singrauli,madhya pradesh
486883,sidhi,madhya pradesh
486884,singrauli,madhya pradesh
486885,singrauli,madhya pradesh
486886,singrauli,madhya pradesh
486887,singrauli,madhya pradesh
486889,singrauli,madhya pradesh
486890,nan,madhya pradesh
486892,singrauli,madhya pradesh
487001,narsinghpur,madhya pradesh
487110,narsinghpur,madhya pradesh
487114,narsinghpur,madhya pradesh
487118,narsinghpur,madhya pradesh
487221,narsinghpur,madhya pradesh
487225,narsinghpur,madhya pradesh
487330,narsinghpur,madhya pradesh
487334,narsinghpur,madhya pradesh
487337,narsinghpur,madhya pradesh
487441,narsinghpur,madhya pradesh
487551,narsinghpur,madhya pradesh
487555,narsinghpur,madhya pradesh
487661,narsinghpur,madhya pradesh
487770,narsinghpur,madhya pradesh
487881,narsinghpur,madhya pradesh
488001,panna,madhya pradesh
488050,panna,madhya pradesh
488059,panna,madhya pradesh
488220,panna,madhya pradesh
488222,panna,madhya pradesh
488333,panna,madhya pradesh
488441,panna,madhya pradesh
488442,panna,madhya pradesh
488443,panna,madhya pradesh
488446,panna,madhya pradesh
488448,panna,madhya pradesh
490001,durg,chhattisgarh
490004,nan,nan
490006,durg,chhattisgarh
490009,durg,chhattisgarh
490011,durg,chhattisgarh
490020,durg,chhattisgarh
490021,durg,chhattisgarh
490022,durg,chhattisgarh
490023,durg,chhattisgarh
490024,durg,chhattisgarh
490025,durg,chhattisgarh
490026,durg,chhattisgarh
490036,durg,chhattisgarh
490042,durg,chhattisgarh
491001,durg,chhattisgarh
491002,durg,chhattisgarh
491107,durg,chhattisgarh
491111,durg,chhattisgarh
491221,durg,chhattisgarh
491222,balod,chhattisgarh
491223,balod,chhattisgarh
491225,balod,chhattisgarh
491226,balod,chhattisgarh
491227,balod,chhattisgarh
491228,balod,chhattisgarh
491229,rajnandgaon,chhattisgarh
491230,balod,chhattisgarh
491331,durg,chhattisgarh
491332,bemetara,chhattisgarh
491335,bemetara,chhattisgarh
491336,kabirdham,chhattisgarh
491337,bemetara,chhattisgarh
491338,bemetara,chhattisgarh
491340,bemetara,chhattisgarh
491441,rajnandgaon,chhattisgarh
491443,rajnandgaon,chhattisgarh
491444,rajnandgaon,chhattisgarh
491445,rajnandgaon,chhattisgarh
491557,rajnandgaon,chhattisgarh
491558,rajnandgaon,chhattisgarh
491559,kabirdham,chhattisgarh
491661,rajnandgaon,chhattisgarh
491665,rajnandgaon,chhattisgarh
491666,rajnandgaon,chhattisgarh
491668,rajnandgaon,chhattisgarh
491771,balod,chhattisgarh
491881,rajnandgaon,chhattisgarh
491885,rajnandgaon,chhattisgarh
491888,durg,chhattisgarh
491993,bemetara,chhattisgarh
491995,kabirdham,chhattisgarh
491996,kabirdham,chhattisgarh
492001,raipur,chhattisgarh
492002,raipur,chhattisgarh
492003,raipur,chhattisgarh
492004,raipur,chhattisgarh
492005,raipur,chhattisgarh
492008,raipur,chhattisgarh
492009,raipur,chhattisgarh
492010,raipur,chhattisgarh
492012,raipur,chhattisgarh
492013,raipur,chhattisgarh
492014,raipur,chhattisgarh
492015,raipur,chhattisgarh
492016,raipur,chhattisgarh
492017,raipur,chhattisgarh
492018,raipur,chhattisgarh
492099,raipur,chhattisgarh
492101,raipur,chhattisgarh
492109,gariyaband,chhattisgarh
492112,baloda bazar,chhattisgarh
493101,baloda bazar,chhattisgarh
493111,raipur,chhattisgarh
493113,baloda bazar,chhattisgarh
493114,raipur,chhattisgarh
493116,raipur,chhattisgarh
493118,baloda bazar,chhattisgarh
493195,baloda bazar,chhattisgarh
493196,baloda bazar,chhattisgarh
493221,raipur,chhattisgarh
493222,baloda bazar,chhattisgarh
493225,raipur,chhattisgarh
493228,baloda bazar,chhattisgarh
493229,baloda bazar,chhattisgarh
493331,baloda bazar,chhattisgarh
493332,baloda bazar,chhattisgarh
493335,baloda bazar,chhattisgarh
493338,baloda bazar,chhattisgarh
493344,baloda bazar,chhattisgarh
493441,raipur,chhattisgarh
493445,mahasamund,chhattisgarh
493448,mahasamund,chhattisgarh
493449,mahasamund,chhattisgarh
493526,baloda bazar,chhattisgarh
493551,mahasamund,chhattisgarh
493554,mahasamund,chhattisgarh
493555,mahasamund,chhattisgarh
493558,mahasamund,chhattisgarh
493559,baloda bazar,chhattisgarh
493661,raipur,chhattisgarh
493662,dhamtari,chhattisgarh
493663,dhamtari,chhattisgarh
493770,dhamtari,chhattisgarh
493773,dhamtari,chhattisgarh
493776,dhamtari,chhattisgarh
493778,dhamtari,chhattisgarh
493881,raipur,chhattisgarh
493885,gariyaband,chhattisgarh
493887,gariyaband,chhattisgarh
493888,gariyaband,chhattisgarh
493889,gariyaband,chhattisgarh
493890,gariyaband,chhattisgarh
493891,gariyaband,chhattisgarh
493992,gariyaband,chhattisgarh
493996,gariyaband,chhattisgarh
494001,raipur,chhattisgarh
494010,raipur,chhattisgarh
494111,nan,nan
494114,nan,nan
494115,raipur,chhattisgarh
494122,sukma,chhattisgarh
494220,kondagaon,chhattisgarh
494221,raipur,chhattisgarh
494222,raipur,chhattisgarh
494223,raipur,chhattisgarh
494224,kondagaon,chhattisgarh
494226,kondagaon,chhattisgarh
494228,kondagaon,chhattisgarh
494229,kondagaon,chhattisgarh
494230,kondagaon,chhattisgarh
494237,kondagaon,chhattisgarh
494331,raipur,chhattisgarh
494332,raipur,chhattisgarh
494333,raipur,chhattisgarh
494334,raipur,chhattisgarh
494335,raipur,chhattisgarh
494336,raipur,chhattisgarh
494337,raipur,chhattisgarh
494347,raipur,chhattisgarh
494441,dantewada,chhattisgarh
494442,bastar,chhattisgarh
494444,raipur,chhattisgarh
494446,raipur,chhattisgarh
494447,raipur,chhattisgarh
494448,raipur,chhattisgarh
494449,dantewada,chhattisgarh
494450,bijapur,chhattisgarh
494552,dantewada,chhattisgarh
494553,dantewada,chhattisgarh
494556,dantewada,chhattisgarh
494635,kanker,chhattisgarh
494661,narayanpur,chhattisgarh
494662,narayanpur,chhattisgarh
494665,kanker,chhattisgarh
494669,kanker,chhattisgarh
494670,raipur,chhattisgarh
494771,kanker,chhattisgarh
494776,kanker,chhattisgarh
494777,kanker,chhattisgarh
495001,bilaspur,chhattisgarh
495002,nan,nan
495003,bilaspur,chhattisgarh
495004,bilaspur,chhattisgarh
495006,bilaspur,chhattisgarh
495009,bilaspur,chhattisgarh
495112,bilaspur,chhattisgarh
495113,bilaspur,chhattisgarh
495115,mungeli,chhattisgarh
495116,bilaspur,chhattisgarh
495117,gaurella pendra marwahi,chhattisgarh
495118,gaurella pendra marwahi,chhattisgarh
495119,gaurella pendra marwahi,chhattisgarh
495220,bilaspur,chhattisgarh
495222,bilaspur,chhattisgarh
495224,bilaspur,chhattisgarh
495330,mungeli,chhattisgarh
495334,mungeli,chhattisgarh
495335,mungeli,chhattisgarh
495442,bilaspur,chhattisgarh
495444,korba,chhattisgarh
495445,korba,chhattisgarh
495446,korba,chhattisgarh
495447,korba,chhattisgarh
495448,korba,chhattisgarh
495449,korba,chhattisgarh
495450,korba,chhattisgarh
495452,korba,chhattisgarh
495454,korba,chhattisgarh
495455,korba,chhattisgarh
495550,bilaspur,chhattisgarh
495551,bilaspur,chhattisgarh
495552,janjgir-champa,chhattisgarh
495553,janjgir-champa,chhattisgarh
495554,janjgir-champa,chhattisgarh
495555,bilaspur,chhattisgarh
495556,janjgir-champa,chhattisgarh
495557,janjgir-champa,chhattisgarh
495559,janjgir-champa,chhattisgarh
495660,janjgir-champa,chhattisgarh
495661,janjgir-champa,chhattisgarh
495663,janjgir-champa,chhattisgarh
495668,janjgir-champa,chhattisgarh
495669,janjgir-champa,chhattisgarh
495671,janjgir-champa,chhattisgarh
495674,korba,chhattisgarh
495677,korba,chhattisgarh
495682,korba,chhattisgarh
495683,korba,chhattisgarh
495684,korba,chhattisgarh
495686,janjgir-champa,chhattisgarh
495687,janjgir-champa,chhattisgarh
495688,janjgir-champa,chhattisgarh
495689,janjgir-champa,chhattisgarh
495690,janjgir-champa,chhattisgarh
495691,janjgir-champa,chhattisgarh
495692,janjgir-champa,chhattisgarh
495695,janjgir-champa,chhattisgarh
496001,raigarh,chhattisgarh
496005,raigarh,chhattisgarh
496100,raigarh,chhattisgarh
496107,raigarh,chhattisgarh
496108,raigarh,chhattisgarh
496109,raigarh,chhattisgarh
496111,raigarh,chhattisgarh
496113,raigarh,chhattisgarh
496115,raigarh,chhattisgarh
496116,raigarh,chhattisgarh
496118,jashpur,chhattisgarh
496220,jashpur,chhattisgarh
496223,jashpur,chhattisgarh
496224,jashpur,chhattisgarh
496225,jashpur,chhattisgarh
496227,jashpur,chhattisgarh
496242,jashpur,chhattisgarh
496245,jashpur,chhattisgarh
496330,jashpur,chhattisgarh
496331,jashpur,chhattisgarh
496334,jashpur,chhattisgarh
496336,jashpur,chhattisgarh
496338,jashpur,chhattisgarh
496440,raigarh,chhattisgarh
496445,raigarh,chhattisgarh
496450,raigarh,chhattisgarh
496551,raigarh,chhattisgarh
496554,raigarh,chhattisgarh
496661,raigarh,chhattisgarh
496665,raigarh,chhattisgarh
497001,surguja,chhattisgarh
497101,surguja,chhattisgarh
497111,surguja,chhattisgarh
497114,surguja,chhattisgarh
497116,surguja,chhattisgarh
497117,surguja,chhattisgarh
497118,balrampur,chhattisgarh
497119,balrampur,chhattisgarh
497220,balrampur,chhattisgarh
497223,surajpur,chhattisgarh
497224,balrampur,chhattisgarh
497225,balrampur,chhattisgarh
497226,surajpur,chhattisgarh
497229,surajpur,chhattisgarh
497231,surajpur,chhattisgarh
497235,surajpur,chhattisgarh
497331,korea,chhattisgarh
497333,surajpur,chhattisgarh
497335,korea,chhattisgarh
497339,korea,chhattisgarh
497442,korea,chhattisgarh
497446,korea,chhattisgarh
497447,korea,chhattisgarh
497448,korea,chhattisgarh
497449,korea,chhattisgarh
497450,korea,chhattisgarh
497451,korea,chhattisgarh
497553,korea,chhattisgarh
497555,korea,chhattisgarh
497557,korea,chhattisgarh
497559,korea,chhattisgarh
497773,korea,chhattisgarh
497778,korea,chhattisgarh
500001,hyderabad,telangana
500002,hyderabad,telangana
500003,hyderabad,telangana
500004,hyderabad,telangana
500005,ranga reddy,telangana
500006,hyderabad,telangana
500007,hyderabad,telangana
500008,hyderabad,telangana
500009,hyderabad,telangana
500010,hyderabad,telangana
500011,hyderabad,telangana
500012,hyderabad,telangana
500013,medchal malkajgiri,telangana
500014,hyderabad,telangana
500015,hyderabad,telangana
500016,hyderabad,telangana
500017,hyderabad,telangana
500018,medchal malkajgiri,telangana
500019,ranga reddy,telangana
500020,hyderabad,telangana
500022,hyderabad,telangana
500023,hyderabad,telangana
500024,hyderabad,telangana
500026,hyderabad,telangana
500027,hyderabad,telangana
500028,hyderabad,telangana
500029,hyderabad,telangana
500030,ranga reddy,telangana
500031,hyderabad,telangana
500032,hyderabad,telangana
500033,hyderabad,telangana
500034,hyderabad,telangana
500035,ranga reddy,telangana
500036,hyderabad,telangana
500037,medchal malkajgiri,telangana
500038,hyderabad,telangana
500039,medchal malkajgiri,telangana
500040,hyderabad,telangana
500041,hyderabad,telangana
500042,medchal malkajgiri,telangana
500043,medchal malkajgiri,telangana
500044,hyderabad,telangana
500045,hyderabad,telangana
500046,ranga reddy,telangana
500047,hyderabad,telangana
500048,ranga reddy,telangana
500049,medchal malkajgiri,telangana
500050,ranga reddy,telangana
500051,medchal malkajgiri,telangana
500052,ranga reddy,telangana
500053,hyderabad,telangana
500054,medchal malkajgiri,telangana
500055,medchal malkajgiri,telangana
500056,hyderabad,telangana
500057,hyderabad,telangana
500058,hyderabad,telangana
500059,hyderabad,telangana
500060,ranga reddy,telangana
500061,hyderabad,telangana
500062,medchal malkajgiri,telangana
500064,hyderabad,telangana
500065,hyderabad,telangana
500066,hyderabad,telangana
500067,medchal malkajgiri,telangana
500068,medchal malkajgiri,telangana
500069,ranga reddy,telangana
500070,ranga reddy,telangana
500072,medchal malkajgiri,telangana
500073,hyderabad,telangana
500074,ranga reddy,telangana
500075,ranga reddy,telangana
500076,medchal malkajgiri,telangana
500077,ranga reddy,telangana
500078,medchal malkajgiri,telangana
500079,ranga reddy,telangana
500080,hyderabad,telangana
500081,hyderabad,telangana
500082,hyderabad,telangana
500083,medchal malkajgiri,telangana
500084,hyderabad,telangana
500085,medchal malkajgiri,telangana
500086,ranga reddy,telangana
500087,medchal malkajgiri,telangana
500088,medchal malkajgiri,telangana
500089,ranga reddy,telangana
500090,medchal malkajgiri,telangana
500091,ranga reddy,telangana
500092,medchal malkajgiri,telangana
500094,hyderabad,telangana
500096,hyderabad,telangana
500097,ranga reddy,telangana
500098,medchal malkajgiri,telangana
500100,medchal malkajgiri,telangana
500101,medchal malkajgiri,telangana
500102,ranga reddy,telangana
500103,medchal malkajgiri,telangana
500104,ranga reddy,telangana
500106,hyderabad,telangana
500108,ranga reddy,telangana
500109,hyderabad,telangana
500110,hyderabad,telangana
500111,ranga reddy,telangana
500112,hyderabad,telangana
500113,ranga reddy,telangana
500114,medchal malkajgiri,telangana
500117,hyderabad,telangana
500118,hyderabad,telangana
500119,nan,nan
500901,nan,nan
500903,nan,nan
500915,nan,nan
500918,nan,nan
500920,nan,nan
500927,nan,nan
500930,nan,nan
500931,nan,nan
500934,nan,nan
500939,nan,nan
500955,nan,nan
500958,nan,nan
500962,nan,nan
500970,nan,nan
500972,nan,nan
500984,nan,nan
500989,nan,nan
501101,vikarabad,telangana
501102,vikarabad,telangana
501106,vikarabad,telangana
501111,vikarabad,telangana
501121,vikarabad,telangana
501141,vikarabad,telangana
501142,vikarabad,telangana
501143,vikarabad,telangana
501144,vikarabad,telangana
501158,vikarabad,telangana
501202,vikarabad,telangana
501203,ranga reddy,telangana
501218,ranga reddy,telangana
501301,medchal malkajgiri,telangana
501302,medchal malkajgiri,telangana
501303,medchal malkajgiri,telangana
501359,ranga reddy,telangana
501401,medchal malkajgiri,telangana
501501,vikarabad,telangana
501502,vikarabad,telangana
501503,ranga reddy,telangana
501504,ranga reddy,telangana
501505,ranga reddy,telangana
501506,ranga reddy,telangana
501508,ranga reddy,telangana
501509,ranga reddy,telangana
501510,ranga reddy,telangana
501512,ranga reddy,telangana
501513,medchal malkajgiri,telangana
502001,sangareddy,telangana
502032,sangareddy,telangana
502033,sangareddy,telangana
502034,sangareddy,telangana
502101,medak,telangana
502102,medak,telangana
502103,siddipet,telangana
502106,siddipet,telangana
502107,siddipet,telangana
502108,siddipet,telangana
502109,medak,telangana
502110,medak,telangana
502113,medak,telangana
502114,siddipet,telangana
502115,medak,telangana
502117,medak,telangana
502125,medak,telangana
502130,medak,telangana
502205,sangareddy,telangana
502210,sangareddy,telangana
502220,sangareddy,telangana
502221,sangareddy,telangana
502228,sangareddy,telangana
502246,sangareddy,telangana
502247,siddipet,telangana
502248,medak,telangana
502249,sangareddy,telangana
502251,sangareddy,telangana
502255,medak,telangana
502256,sangareddy,telangana
502257,sangareddy,telangana
502267,siddipet,telangana
502269,medak,telangana
502270,sangareddy,telangana
502271,medak,telangana
502273,sangareddy,telangana
502276,siddipet,telangana
502277,siddipet,telangana
502278,siddipet,telangana
502279,siddipet,telangana
502280,siddipet,telangana
502281,siddipet,telangana
502284,sangareddy,telangana
502285,sangareddy,telangana
502286,sangareddy,telangana
502287,sangareddy,telangana
502290,medak,telangana
502291,sangareddy,telangana
502293,sangareddy,telangana
502294,sangareddy,telangana
502295,sangareddy,telangana
502296,sangareddy,telangana
502300,sangareddy,telangana
502301,siddipet,telangana
502302,medak,telangana
502303,medak,telangana
502305,sangareddy,telangana
502306,sangareddy,telangana
502307,sangareddy,telangana
502310,siddipet,telangana
502311,siddipet,telangana
502312,siddipet,telangana
502313,medak,telangana
502314,medak,telangana
502316,medak,telangana
502318,sangareddy,telangana
502319,sangareddy,telangana
502321,sangareddy,telangana
502324,sangareddy,telangana
502325,sangareddy,telangana
502329,sangareddy,telangana
502331,medak,telangana
502334,medak,telangana
502335,medak,telangana
502336,medak,telangana
502345,sangareddy,telangana
502371,sangareddy,telangana
502372,siddipet,telangana
502375,siddipet,telangana
502381,medak,telangana
502932,nan,nan
503001,nizamabad,telangana
503002,nizamabad,telangana
503003,nizamabad,telangana
503101,kamareddy,telangana
503102,kamareddy,telangana
503108,kamareddy,telangana
503110,kamareddy,telangana
503111,kamareddy,telangana
503112,kamareddy,telangana
503114,kamareddy,telangana
503120,kamareddy,telangana
503122,kamareddy,telangana
503123,kamareddy,telangana
503124,kamareddy,telangana
503125,kamareddy,telangana
503144,kamareddy,telangana
503145,kamareddy,telangana
503164,nizamabad,telangana
503165,nizamabad,telangana
503174,nizamabad,telangana
503175,nizamabad,telangana
503180,nizamabad,telangana
503185,nizamabad,telangana
503186,nizamabad,telangana
503187,kamareddy,telangana
503188,nizamabad,telangana
503201,nizamabad,telangana
503202,nizamabad,telangana
503206,nizamabad,telangana
503207,nizamabad,telangana
503212,nizamabad,telangana
503213,nizamabad,telangana
503217,nizamabad,telangana
503218,nizamabad,telangana
503219,nizamabad,telangana
503223,nizamabad,telangana
503224,nizamabad,telangana
503225,nizamabad,telangana
503230,nizamabad,telangana
503235,nizamabad,telangana
503245,nizamabad,telangana
503246,nizamabad,telangana
503301,kamareddy,telangana
503302,kamareddy,telangana
503305,kamareddy,telangana
503306,kamareddy,telangana
503307,nizamabad,telangana
503308,nizamabad,telangana
503309,kamareddy,telangana
503310,kamareddy,telangana
503311,nizamabad,telangana
503321,kamareddy,telangana
503322,nizamabad,telangana
504001,adilabad,telangana
504002,adilabad,telangana
504101,nirmal,telangana
504102,nirmal,telangana
504103,nirmal,telangana
504104,nirmal,telangana
504105,nirmal,telangana
504106,nirmal,telangana
504107,nirmal,telangana
504109,nirmal,telangana
504110,nirmal,telangana
504201,mancherial,telangana
504202,nirmal,telangana
504203,nirmal,telangana
504204,mancherial,telangana
504205,mancherial,telangana
504206,mancherial,telangana
504207,mancherial,telangana
504208,mancherial,telangana
504209,mancherial,telangana
504214,mancherial,telangana
504215,mancherial,telangana
504216,mancherial,telangana
504218,mancherial,telangana
504219,mancherial,telangana
504220,mancherial,telangana
504231,mancherial,telangana
504251,mancherial,telangana
504272,mancherial,telangana
504273,kumuram bheem asifabad,telangana
504292,kumuram bheem asifabad,telangana
504293,kumuram bheem asifabad,telangana
504294,kumuram bheem asifabad,telangana
504295,kumuram bheem asifabad,telangana
504296,kumuram bheem asifabad,telangana
504297,kumuram bheem asifabad,telangana
504299,kumuram bheem asifabad,telangana
504300,nan,nan
504301,mancherial,telangana
504302,mancherial,telangana
504303,mancherial,telangana
504304,adilabad,telangana
504306,nirmal,telangana
504307,adilabad,telangana
504308,adilabad,telangana
504309,adilabad,telangana
504310,nirmal,telangana
504311,adilabad,telangana
504312,adilabad,telangana
504313,kumuram bheem asifabad,telangana
504314,nan,nan
504323,adilabad,telangana
504346,prakasam,andhra pradesh
505001,karimnagar,telangana
505002,karimnagar,telangana
505101,hanumakonda,telangana
505102,hanumakonda,telangana
505122,karimnagar,telangana
505129,karimnagar,telangana
505152,peddapalli,telangana
505153,peddapalli,telangana
505162,peddapalli,telangana
505172,peddapalli,telangana
505174,peddapalli,telangana
